POSITION,DEPARTMENT,MONTH_TOTAL,VACATION_13TH_SALARY,EVENTUAL PAYMENTS,PAYED_PREMIUM_LEAVE,OTHER_INDEMNITIES,WAGE_REDUCER,NET_TOTAL,STATUS,MONTH,YEAR
OFICIAL DE MANUTENCAO 04,COM.SAN.BAS.EST.S.PAULO SABESP,12713.73,0.0,0.0,"0,00",0.0,0.0,8969.4,ATIVOS,MARCH,2023
COORDENADOR,DERSA DESENVOLVIM.RODOV.S.A.,8856.8,0.0,0.0,"0,00",0.0,0.0,6162.52,ATIVOS,JUNE,2023
ARQUITETO SENIOR,CIA.DES.HAB.URB.EST.S.P.-CDHU,19681.24,0.0,0.0,"0,00",0.0,0.0,13908.49,ATIVOS,MAY,2023
ASSESSOR TEC. DE GABINETE II,SECR.CULTURA ECONOMIA CRIATIVA,4752.03,792.0,0.0,"0,00",84.47,0.0,4432.39,ATIVOS,FEBRUARY,2023
OFICIAL ADMINISTRATIVO,SECRETARIA DA SAUDE,3306.43,1792.48,0.0,"0,00",0.0,0.0,4387.34,ATIVOS,JANUARY,2023
DOCENTE,FAC.MEDICINA MARILIA-FAMEMA,3210.74,6761.23,0.0,"0,00",0.0,0.0,1725.17,ATIVOS,JANUARY,2023
EXECUTIVO PUBLICO,SECRET.GOVERNO RELAC.INSTITUC.,7578.04,0.0,0.0,"0,00",0.0,0.0,5050.42,ATIVOS,APRIL,2023
ASSESSOR TECNICO III,DEPARTAM.ESTRADAS RODAGEM DER,5082.28,0.0,0.0,"0,00",82.26,0.0,4069.48,ATIVOS,JANUARY,2023
APC,FUND.PRE.COM.EST.SP SP PREVCOM,3115.54,0.0,0.0,"0,00",0.0,0.0,1969.9,ATIVOS,AUGUST,2023
ENFERMEIRO,H.C.FAC.MED.BOTUCATU-HCFMB,9673.99,0.0,0.0,"0,00",0.0,0.0,7129.53,ATIVOS,AUGUST,2023
DIRETOR I,SECRETARIA GESTAO GOVERNO DIG.,6382.74,0.0,0.0,"0,00",0.0,0.0,4749.33,ATIVOS,MARCH,2023
OF MAN IND  ELETRICA,COMP.METROPOLITANO S.P.-METRO,7370.35,0.0,1843.76,"0,00",0.0,0.0,6565.81,ATIVOS,FEBRUARY,2023
ESTAGIARIO - ADMINISTRACAO,EMP.METR.TR.URB.SP.S/A-EMTU-SP,1507.68,0.0,0.0,"0,00",150.0,0.0,1657.68,ATIVOS,MARCH,2023
ANALISTA ADMINISTRATIVO,FUND. AMP. PESQ. EST.SP FAPESP,6348.26,1535.85,0.0,"0,00",4082.53,0.0,9983.79,ATIVOS,MAY,2023
TECN.APOIO PESQ.CIENT.TECNOL.,SECR.AGRICULTURA ABASTECIMENTO,4833.65,1611.21,0.0,"0,00",136.67,0.0,5375.21,ATIVOS,JUNE,2023
ASSESSOR(A) DE DIRETORIA,CIA.PAULISTA PARCERIAS CPP,18183.83,0.0,0.0,"0,00",0.0,0.0,13052.97,ATIVOS,FEBRUARY,2023
ANAL REC AMB (AN AM),FUND.CONS.PR.FLOR.EST.SP F.FL.,7158.64,0.0,0.0,"0,00",0.0,0.0,4812.46,ATIVOS,AUGUST,2023
ASSESSOR TEC. ADM. II,"CTRO.EST.ED.TEC.""P.SO"" CEETEPS",4590.12,0.0,0.0,"0,00",0.0,0.0,3671.47,ATIVOS,MAY,2023
PESQUISADOR III,INST.PESQ.TEC.EST.SP IPT,17041.88,15406.77,0.0,"0,00",0.0,0.0,2677.12,ATIVOS,JULY,2023
AUXILIAR DE SAUDE,HC FAC MEDICINA RIB PRETO USP,3045.07,0.0,0.0,"0,00",0.0,0.0,2338.04,ATIVOS,JANUARY,2023
ASSESSOR TECNICO II,SECRETARIA JUSTICA E CIDADANIA,3469.01,578.16,0.0,"0,00",161.45,0.0,3583.81,ATIVOS,FEBRUARY,2023
PROF ENSINO FUNDAMENTAL/MEDIO,SECRETARIA DA EDUCACAO,3180.0,0.0,0.0,"0,00",0.0,0.0,1803.33,ATIVOS,AUGUST,2023
TECNICO DE APOIO AGROPECUARIO,SECR.AGRICULTURA ABASTECIMENTO,3122.09,520.34,0.0,"0,00",129.81,0.0,2657.01,ATIVOS,FEBRUARY,2023
ASSESSOR 6,CIA.PROC.DADOS EST.S.P-PRODESP,19521.85,0.0,0.0,"0,00",282.37,0.0,14418.94,ATIVOS,FEBRUARY,2023
DIRETOR TECNICO DE SAUDE II,HOSP.CLIN.FAC.MED.MARILIA,16580.62,0.0,0.0,"0,00",0.0,0.0,5209.43,ATIVOS,FEBRUARY,2023
PROFESSOR DE ENSINO MED E TEC,C.E.ED.TEC.PAULA SOUZA-CEETEPS,11136.05,0.0,17.33,"0,00",0.0,0.0,0.0,ATIVOS,JANUARY,2023
SECRETARIA,INST.PESQ.TECNOLOGICAS EST.S.P,5626.76,0.0,0.0,"0,00",0.0,0.0,2178.11,ATIVOS,FEBRUARY,2023
ASSESSOR TECNICO IV,SECR.EST.DIR.PES.C/DEFICIENCIA,5859.46,2929.72,0.0,"0,00",53.23,0.0,7008.29,ATIVOS,APRIL,2023
OFICIAL ADMINISTRATIVO,DEPT.ESTAD.TRANSITO DETRAN SP,3030.75,0.0,230.0,"0,00",156.35,0.0,2666.29,ATIVOS,JULY,2023
ANAL.PLAN.ORC.FINANC.PUBL. II,SECRET. FAZENDA PLANEJAMENTO,8353.18,0.0,0.0,"0,00",0.0,0.0,5588.34,ATIVOS,FEBRUARY,2023
ASSISTENTE ADMINISTRATIVO,SECRETARIA DESENVOLV. SOCIAL,1406.93,234.48,0.0,"0,00",145.08,0.0,1576.52,ATIVOS,MAY,2023
ASSISTENTE DE SERVI O,AG.REG.SERV.PUB.EST.SP ARSESP,3665.64,0.0,0.0,"0,00",0.0,0.0,1536.68,ATIVOS,FEBRUARY,2023
AG.FISC.REGUL.TRANSPORTE I,AG.REG.SERV.PUB.DEL.TR.EST.SP,3224.23,0.0,0.0,"0,00",0.0,0.0,2339.81,ATIVOS,APRIL,2023
AG.SEG.PENIT.CLASSE I,SECRET.ADMINISTR.PENITENCIARIA,4512.33,0.0,0.0,"0,00",146.0,0.0,3424.92,ATIVOS,AUGUST,2023
TECNICO EM METROLOGIA E QUALID,INST.PESOS MEDID.E.S.P-IPEM/SP,4632.09,0.0,0.0,"0,00",0.0,0.0,3565.78,ATIVOS,FEBRUARY,2023
AG.FISC.REGUL.TRANSPORTE I,AG.REG.SERV.PUB.DEL.TR.EST.SP,3224.23,0.0,0.0,"0,00",0.0,0.0,2888.51,ATIVOS,JUNE,2023
PROF.ADJUNTO IV-D,FAC.MED.S.J.RIO PRETO FAMERP,8661.11,0.0,0.0,"0,00",0.0,0.0,4576.63,ATIVOS,JUNE,2023
MAQUINISTA,C.P.TRENS METROPOLITANOS-CPTM,8972.15,4870.36,1248.01,"0,00",0.0,0.0,11346.59,ATIVOS,JULY,2023
OUTROS VINCULOS,CASA CIVIL,5068.56,0.0,0.0,"0,00",0.0,0.0,4698.67,ATIVOS,JULY,2023
TEC. EM DESENV.AGRARIO II A,FITESP-JOSE GOMES DA SILVA,2897.33,0.0,0.0,"0,00",0.0,0.0,1780.58,ATIVOS,MARCH,2023
CONSELHEIRO FISCAL,CIA.PAULIS.SECURITIZACAO CPSEC,0.0,0.0,2193.93,"0,00",0.0,0.0,2193.93,ATIVOS,MAY,2023
TECNICO EM GESTAO PREVID. I,SAO PAULO PREVIDENCIA   SPPREV,2919.42,0.0,0.0,"0,00",0.0,0.0,2529.48,ATIVOS,JUNE,2023
TECNICO DE MANUTEN AO,FUND.PRO-SANGUE-HEMOCENTRO S.P,4130.86,198.22,0.0,"0,00",0.0,0.0,3535.92,ATIVOS,AUGUST,2023
TECNICO DE MORFOLOGIA,FACULDADE MED. MARILIA FAMEMA,3248.34,0.0,0.0,"0,00",0.0,0.0,2890.6,ATIVOS,MARCH,2023
AUDITOR FISCAL DA RECEITA EST,SECRET. FAZENDA PLANEJAMENTO,29421.66,0.0,0.0,"0,00",10278.0,0.0,29267.22,ATIVOS,APRIL,2023
DOCENTE,FAC.MEDICINA MARILIA-FAMEMA,8496.29,0.0,0.0,"0,00",0.0,0.0,6393.19,ATIVOS,JANUARY,2023
ANAL.PLAN.ORC.FINANC.PUBL. II,CONTROLADORIA GERAL DO ESTADO,20085.42,0.0,0.0,"0,00",0.0,0.0,12950.08,ATIVOS,JANUARY,2023
ENGENHEIRO V,DEPTO.AGUAS ENER.ELETRICA DAEE,10655.42,0.0,0.0,"0,00",0.0,0.0,6921.49,ATIVOS,APRIL,2023
ANALISTA NEGOCIOS E TECNOLOGIA,CIA.PROC.DADOS EST.S.P-PRODESP,19149.29,0.0,0.0,"0,00",0.0,0.0,13096.34,ATIVOS,JANUARY,2023
MEDICO III,SECRETARIA GESTAO GOVERNO DIG.,11786.45,5893.22,0.0,"0,00",2385.79,0.0,14757.95,ATIVOS,MARCH,2023
ASSISTENTE ADMINISTRATIVO,SECRETARIA DESENVOLV. SOCIAL,2104.89,0.0,0.0,"0,00",157.2,0.0,2008.27,ATIVOS,MAY,2023
TECNICO EM GESTAO PREVID. II,SAO PAULO PREVIDENCIA   SPPREV,3618.16,0.0,0.0,"0,00",0.0,0.0,2962.47,ATIVOS,FEBRUARY,2023
AG.SEG.PENIT.CLASSE V,SECRET.ADMINISTR.PENITENCIARIA,6026.12,0.0,0.0,"0,00",15.57,0.0,3974.71,ATIVOS,JUNE,2023
DIRETOR I,SECRETARIA GESTAO GOVERNO DIG.,12246.85,285.78,4939.26,"0,00",2084.62,0.0,13122.65,ATIVOS,AUGUST,2023
PROFESSOR DE ENSINO MED E TEC,C.E.ED.TEC.PAULA SOUZA-CEETEPS,3191.36,0.0,0.0,"0,00",0.0,0.0,1471.6,ATIVOS,JANUARY,2023
ARQUITETO IV,SECR.CULTURA ECONOMIA CRIATIVA,7527.78,1254.63,0.0,"0,00",0.0,0.0,6426.61,ATIVOS,APRIL,2023
ASSESSOR TECNICO II,SECR.EST.DIR.PES.C/DEFICIENCIA,3628.35,604.72,0.0,"0,00",17.6,0.0,2991.16,ATIVOS,APRIL,2023
EDITOR POS PROD II,FUND.PE.ANCHIETA-C.P.RADIO TV.,6967.05,0.0,0.0,"0,00",0.0,0.0,2868.04,ATIVOS,JUNE,2023
ASSISTENTE TECNICO I,CIA.DES.HAB.URB.EST.S.P.-CDHU,15451.49,0.0,0.0,"0,00",0.0,0.0,10233.14,ATIVOS,MAY,2023
AG.FISC.REGUL.TRANSPORTE I,AG.REG.SERV.PUB.DEL.TR.EST.SP,3161.62,0.0,0.0,"0,00",0.0,0.0,2801.88,ATIVOS,APRIL,2023
PROCURADOR DO ESTADO NIVEL III,PROCURADORIA GERAL DO ESTADO,52540.83,0.0,0.0,"0,00",0.0,-10889.91,27063.89,ATIVOS,AUGUST,2023
OPERADOR PRODUCAO,"FUND.REM.POP.""C.T.LIMA""-FURP",3658.15,0.0,0.0,"0,00",0.0,0.0,2897.15,ATIVOS,APRIL,2023
TECNICO APOIO GESTAO E OPERACA,CIA.PROCES.DAD.EST.SP PRODESP,6663.81,0.0,0.0,"0,00",0.0,0.0,3415.4,ATIVOS,MAY,2023
OFICIAL ADMINISTRATIVO,DEPTO. EST. TRANSITO DETRAN SP,2788.92,1394.46,0.0,"0,00",17.6,0.0,2504.51,ATIVOS,FEBRUARY,2023
TEC SIST METROV II  MANUTEN,COMP.METROPOLITANO S.P.-METRO,13105.46,0.0,2432.39,"0,00",0.0,0.0,10633.58,ATIVOS,AUGUST,2023
ANALISTA SOCIOCULTURAL,SECRETARIA DE ESPORTES,5385.18,0.0,0.0,"0,00",666.46,0.0,4309.1,ATIVOS,FEBRUARY,2023
ANAL. SUPORTE A REGULACAO I,AG.REG.SERV.PUB.EST.SP ARSESP,8030.0,0.0,0.0,"0,00",0.0,0.0,6023.01,ATIVOS,APRIL,2023
OFICIAL ADMINISTRATIVO,DEPT.ESTAD.TRANSITO DETRAN SP,2960.05,0.0,253.0,"0,00",159.21,0.0,2160.65,ATIVOS,JULY,2023
DOCENTE,FACULDADE MED. MARILIA FAMEMA,9295.6,0.0,0.0,"0,00",0.0,0.0,4535.43,ATIVOS,JUNE,2023
AUXILIAR DE APOIO,"CTRO.EST.ED.TEC.""P.SO"" CEETEPS",6032.82,0.0,0.0,"0,00",0.0,0.0,2791.86,ATIVOS,MARCH,2023
ASSESSOR II,FUND.AMPARO PESQ.EST.SP-FAPESP,15850.34,0.0,0.0,"0,00",3328.63,0.0,11503.76,ATIVOS,JANUARY,2023
COL.DADOS/APLIC.MUNIC.SP,FUND.SIST.EST.ANAL.DADOS SEADE,1800.28,0.0,0.0,"0,00",0.0,0.0,557.56,ATIVOS,MARCH,2023
ATENDENTE A CLIENTES 03,COM.SAN.BAS.EST.S.PAULO SABESP,348.43,7191.64,0.0,"0,00",0.0,0.0,440.62,ATIVOS,FEBRUARY,2023
CONTINUO (Q.ESP),SECRET. CIENCIA  TEC. INOVACAO,4337.72,0.0,0.0,"0,00",0.0,0.0,3717.68,ATIVOS,MAY,2023
PROFESSOR DE ENSINO MED E TEC,"CTRO.EST.ED.TEC.""P.SO"" CEETEPS",2138.72,0.0,0.0,"0,00",0.0,0.0,1966.04,ATIVOS,JUNE,2023
AG. ESCOLTA E VIGILANCIA PENIT,SECRET.ADMINISTR.PENITENCIARIA,4793.47,0.0,0.0,"0,00",27.28,0.0,3791.86,ATIVOS,JUNE,2023
TELEFONISTA,FACULDADE MED. MARILIA FAMEMA,1542.78,0.0,0.0,"0,00",0.0,0.0,1313.9,ATIVOS,MARCH,2023
TECNICO DE ENFERMAGEM,HC FAC MEDICINA RIB PRETO USP,3355.37,0.0,0.0,"0,00",0.0,0.0,2899.56,ATIVOS,JANUARY,2023
AGENTE ESTADUAL DE TRANSITO I,DEPT.ESTAD.TRANSITO DETRAN SP,6571.07,225.43,0.0,"0,00",0.0,0.0,2191.39,ATIVOS,JULY,2023
EXECUTIVO PUBLICO,SECRETARIA DE GOVERNO,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,ATIVOS,JANUARY,2023
ASSESSOR TECNICO III,SEC.TRANSPORTES METROPOLITANOS,4183.99,0.0,0.0,"0,00",0.0,0.0,3460.82,ATIVOS,APRIL,2023
ANALISTA DE REC AMBIENTAIS,FUND.CONS.PR.FLOR.EST.SP F.FL.,5072.19,0.0,0.0,"0,00",2413.52,0.0,5125.82,ATIVOS,MARCH,2023
PESQUISADOR I,INST.PESQ.TEC.EST.SP IPT,10475.67,0.0,0.0,"0,00",0.0,0.0,5547.78,ATIVOS,MAY,2023
AUXILIAR DE ENFERMAGEM,INST.AS.MED.SER.PUB.EST IAMSPE,2970.15,0.0,0.0,"0,00",0.0,0.0,2357.63,ATIVOS,APRIL,2023
QUIMICO I,CETESB-CIA.AMBIENTAL EST.S.P.,11861.46,0.0,660.41,"0,00",0.0,0.0,8384.59,ATIVOS,APRIL,2023
CITOTECNICO,FUNDACAO ONCOCENTRO SAO PAULO,2954.33,0.0,0.0,"0,00",0.0,0.0,2195.8,ATIVOS,JANUARY,2023
APRENDIZ DO SENAI,EMAE EMP.MET.AGUAS ENERGIA S/A,1716.0,651.0,0.0,"0,00",0.0,0.0,1531.52,ATIVOS,MAY,2023
PESQUISADOR I,INST.PESQ.TECNOLOGICAS EST.S.P,10999.45,0.0,0.0,"0,00",0.0,0.0,5677.53,ATIVOS,FEBRUARY,2023
OPERADOR DE EQUIP DE USINA HID,EMAE EMP.MET.AGUAS ENERGIA S/A,6326.57,1997.65,0.0,"0,00",0.0,0.0,5080.33,ATIVOS,MAY,2023
OUTROS VINCULOS,SECRET.ADMINISTR.PENITENCIARIA,822.24,0.0,0.0,"0,00",0.0,0.0,717.1,ATIVOS,JUNE,2023
PROFESSOR DE ENSINO MED E TEC,"CTRO.EST.ED.TEC.""P.SO"" CEETEPS",9554.19,0.0,0.0,"0,00",0.0,0.0,6937.18,ATIVOS,AUGUST,2023
AUXILIAR DE SERVICOS GERAIS,INST.PESQ.TECNOLOGICAS EST.S.P,3196.15,0.0,0.0,"0,00",0.0,0.0,1468.91,ATIVOS,JANUARY,2023
PROF.ADJUNTO IV-D,FAC.MED.S.J.R.PRETO-FAMERP,29502.89,0.0,0.0,"0,00",0.0,0.0,21622.97,ATIVOS,FEBRUARY,2023
ASSISTENTE ADMINISTRATIVO II,CIA.DES.HAB.URB.EST.S.P.-CDHU,5150.5,13734.65,0.0,"0,00",0.0,0.0,14467.65,ATIVOS,MARCH,2023
MEDICO PRECEPTOR,HOSP.CLIN.FAC.MED.USP-HCFMUSP,0.0,0.0,0.0,"0,00",2704.23,0.0,2644.22,ATIVOS,FEBRUARY,2023
CABO  PM,POLICIA MILITAR SAO PAULO,6543.09,0.0,0.0,"0,00",822.24,0.0,5381.93,ATIVOS,MAY,2023
DIRETOR TECNICO II,HOSP.CLIN.FAC.MED.MARILIA,6830.34,0.0,0.0,"0,00",0.0,0.0,4568.54,ATIVOS,FEBRUARY,2023
ASSESSOR TECNICO III,DEPARTAM.ESTRADAS RODAGEM DER,4227.05,2113.52,0.0,"0,00",115.97,0.0,5664.77,ATIVOS,FEBRUARY,2023
AUX. DE MANUTENCAO (Q.ESP),SECRET. CIENCIA  TEC. INOVACAO,4217.52,0.0,0.0,"0,00",0.0,0.0,2705.18,ATIVOS,MAY,2023
ENFERMEIRO,FUND.PRO-SANGUE-HEMOCENTRO S.P,13516.96,0.0,0.0,"0,00",0.0,0.0,8029.34,ATIVOS,FEBRUARY,2023
ESPECIALISTA AMBIENTAL II,SECRETARIA INF. MEIO AMBIENTE,9138.85,0.0,0.0,"0,00",0.0,0.0,6126.46,ATIVOS,JANUARY,2023
OFICIAL DE SAUDE,SECRETARIA DA SAUDE,2145.37,351.63,0.0,"0,00",152.66,0.0,1673.15,ATIVOS,JUNE,2023
AGENTE DE AP SOCIOEDUCAT I,FUNDACAO CASA-SP.,0.0,0.0,768.98,"0,00",0.0,0.0,0.0,ATIVOS,JUNE,2023
GUARDA PORTU RIO,COMPANHIA DOCAS SAO SEBASTIAO,9599.7,12303.12,0.0,"0,00",0.0,0.0,4884.27,ATIVOS,FEBRUARY,2023
ENGENHEIRO I,EMAE EMP.MET.AGUAS ENERGIA S/A,13526.2,0.0,0.0,"0,00",0.0,0.0,6536.83,ATIVOS,JUNE,2023
PROCURADOR DO ESTADO NIVEL V,PROCURADORIA GERAL DO ESTADO,48405.66,0.0,0.0,"0,00",0.0,-9112.34,24963.0,ATIVOS,MARCH,2023
AGENTE DE SAUDE,H.C.FAC.MED.BOTUCATU-HCFMB,2420.47,0.0,0.0,"0,00",0.0,0.0,1544.93,ATIVOS,APRIL,2023
ASSISTENTE I,FUNDACAO DESENV.EDUCACAO-FDE,7016.59,0.0,0.0,"0,00",0.0,0.0,5318.43,ATIVOS,MARCH,2023
AUXILIAR SERV.GERAIS,SEC.MEIO AMB. INFRA.LOGIST.,3014.35,-64.18,-265.05,"0,00",144.13,0.0,1594.35,ATIVOS,MARCH,2023
ENGENHEIRO SENIOR,CIA.DES.HAB.URB.EST.S.P.-CDHU,11655.61,0.0,0.0,"0,00",0.0,0.0,6495.89,ATIVOS,FEBRUARY,2023
OUTROS VINCULOS,INST MED SOC CRIMINO SP- IMESC,3481.53,0.0,0.0,"0,00",0.0,0.0,3314.11,ATIVOS,APRIL,2023
CHEFE I,INST MED SOC CRIMINO SP- IMESC,2543.27,0.0,0.0,"0,00",146.6,0.0,1794.3,ATIVOS,MARCH,2023
PROF.ADJUNTO IV-D,FAC.MED.S.J.R.PRETO-FAMERP,9950.27,0.0,0.0,"0,00",0.0,0.0,7447.32,ATIVOS,FEBRUARY,2023
ASSESSOR EXECUTIVO,CIA.DES.HAB.URB.EST.S.P.-CDHU,17538.36,0.0,0.0,"0,00",0.0,0.0,12276.65,ATIVOS,JULY,2023
ADVOGADO,FUND.PF.DR.M.P.PIMENTEL-FUNAP,9314.99,4657.49,0.0,"0,00",0.0,0.0,9722.82,ATIVOS,MAY,2023
MONITOR DE EDUCACAO,FUND.PF.DR.M.P.PIMENTEL-FUNAP,2296.86,0.0,0.0,"0,00",0.0,0.0,780.72,ATIVOS,JANUARY,2023
OFICIAL ADMINISTRATIVO,SECR.DESENVOLVIMENTO ECONOMICO,6342.24,4228.15,0.0,"0,00",1167.96,0.0,7504.95,ATIVOS,MARCH,2023
PESQUISADOR ASSISTENTE,INST.PESQ.TECNOLOGICAS EST.S.P,7633.64,0.0,0.0,"0,00",0.0,0.0,2575.82,ATIVOS,FEBRUARY,2023
OFICIAL ADMINISTRATIVO,SECRETARIA GESTAO GOVERNO DIG.,4188.74,0.0,0.0,"0,00",0.0,0.0,3301.81,ATIVOS,MAY,2023
TECNICO DA FAZENDA ESTADUAL,SECRET. FAZENDA PLANEJAMENTO,5557.51,0.0,0.0,"0,00",0.0,0.0,3526.23,ATIVOS,AUGUST,2023
ANALISTA TRAINEE -NA,INST.PESQ.TECNOLOGICAS EST.S.P,7726.36,0.0,0.0,"0,00",0.0,0.0,3740.66,ATIVOS,JANUARY,2023
AUDITOR FISCAL DA RECEITA EST,SECRET. FAZENDA PLANEJAMENTO,37705.23,0.0,0.0,"0,00",15571.86,-3132.34,32808.65,ATIVOS,AUGUST,2023
ASSISTENTE AGROPECUARIO III,SECR.AGRICULTURA ABASTECIMENTO,9814.32,4907.16,0.0,"0,00",0.0,0.0,11058.91,ATIVOS,MARCH,2023
MAQUINISTA,C.P.TRENS METROPOLITANOS-CPTM,6026.8,0.0,0.0,"0,00",0.0,0.0,4319.85,ATIVOS,JULY,2023
AUXILIAR DE SAUDE,SECRETARIA DA SAUDE,3295.45,0.0,0.0,"0,00",577.96,0.0,3248.56,ATIVOS,JANUARY,2023
CHEFE DEPARTAMENTO,DESENVOLV.RODOVIARIO S/A-DERSA,5655.19,26027.58,0.0,"0,00",0.0,0.0,3430.78,ATIVOS,FEBRUARY,2023
OFICIAL AP.PESQ.CIENT.TECNOL.,SECR.AGRICULTURA ABASTECIMENTO,3160.53,0.0,0.0,"0,00",618.62,0.0,2206.95,ATIVOS,JUNE,2023
AG DE SERVICOS DE OPERACAO,C.P.TRENS METROPOLITANOS-CPTM,4538.8,0.0,3926.55,"0,00",0.0,0.0,5720.15,ATIVOS,JUNE,2023
ASSISTENTE ADM. (Q.ESP),SECRET. CIENCIA  TEC. INOVACAO,9362.57,0.0,787.52,"0,00",0.0,0.0,4640.0,ATIVOS,AUGUST,2023
TEC.DESENV.ORGANIZ. - FUNDAP,SECRETARIA GESTAO GOVERNO DIG.,11247.61,0.0,127.64,"0,00",0.0,0.0,0.0,ATIVOS,MARCH,2023
TUBA B,FUND.PE.ANCHIETA-C.P.RADIO TV.,6167.38,850.34,0.0,"0,00",0.0,0.0,5279.85,ATIVOS,MAY,2023
DIRETOR TECNICO III,SECRET.DESENV.URB.HABITACAO,6542.27,0.0,0.0,"0,00",0.0,0.0,4943.63,ATIVOS,MARCH,2023
CONSELHEIRO DE ADMINISTRACAO,CIA.PAULIS.SECURITIZACAO CPSEC,0.0,0.0,3290.9,"0,00",0.0,0.0,3242.08,ATIVOS,MAY,2023
DIRETOR TECNICO II,SECRETARIA JUSTICA E CIDADANIA,5018.68,0.0,0.0,"0,00",68.47,0.0,4060.96,ATIVOS,FEBRUARY,2023
ANALISTA DE REC AMBIENTAIS,FUND.CONS.PR.FLOR.EST.SP F.FL.,8805.87,0.0,0.0,"0,00",4064.56,0.0,6349.79,ATIVOS,MAY,2023
SUPERVISOR ADMINISTRATIVO I,INST.PESQ.TEC.EST.SP IPT,8878.74,0.0,0.0,"0,00",0.0,0.0,4468.66,ATIVOS,APRIL,2023
ANALISTA NEGOCIOS E TECNOLOGIA,CIA.PROC.DADOS EST.S.P-PRODESP,16427.86,0.0,0.0,"0,00",381.38,0.0,9668.43,ATIVOS,JANUARY,2023
ASSISTENTE AGROPECUARIO III,SECR.AGRICULTURA ABASTECIMENTO,8349.4,0.0,0.0,"0,00",0.0,0.0,5875.94,ATIVOS,APRIL,2023
ASSESSOR DE APOIO FAZEND. II,SECRET. FAZENDA PLANEJAMENTO,6450.19,53.05,310.5,"0,00",0.0,0.0,2538.82,ATIVOS,JULY,2023
DIRETOR TECNICO I,SECRETARIA DESENVOLV. SOCIAL,4689.25,0.0,0.0,"0,00",0.0,0.0,3731.29,ATIVOS,FEBRUARY,2023
ANALISTA NEGOCIOS E TECNOLOGIA,CIA.PROC.DADOS EST.S.P-PRODESP,12119.46,16456.54,603.06,"0,00",269.27,0.0,8232.2,ATIVOS,JANUARY,2023
CONSULTOR DE NEGOCIOS I,DESENVOLVE SP AG.FOM.E.S.PAULO,7045.83,0.0,0.0,"0,00",0.0,0.0,5243.95,ATIVOS,JULY,2023
PROFESSOR DE ENSINO SUPERIOR,C.E.ED.TEC.PAULA SOUZA-CEETEPS,11574.76,0.0,0.0,"0,00",0.0,0.0,8046.35,ATIVOS,FEBRUARY,2023
OPERADOR DE CONSOLE DE PASSAGE,C.P.TRENS METROPOLITANOS-CPTM,10308.45,49.58,222.36,"0,00",0.0,0.0,6579.77,ATIVOS,JANUARY,2023
GERENTE ADJUNTO,FUND.AMPARO PESQ.EST.SP-FAPESP,32435.77,0.0,0.0,"0,00",0.0,0.0,22719.6,ATIVOS,FEBRUARY,2023
ASSIST. PREVIDENCIARIO,SAO PAULO PREVIDENCIA   SPPREV,2841.43,0.0,0.0,"0,00",0.0,0.0,2406.0,ATIVOS,MAY,2023
AUXILIAR DE SERVICOS GERAIS,FUND.MEMORIAL AMERICA LATINA,3368.02,0.0,0.0,"0,00",0.0,0.0,2916.58,ATIVOS,MAY,2023
ENCARREGADO I,DEPARTAM.ESTRADAS RODAGEM DER,3807.14,0.0,0.0,"0,00",419.27,0.0,2548.48,ATIVOS,JANUARY,2023
EXECUTIVO PUBLICO,JUNTA COMERC.E.S.PAULO-JUCESP,7543.88,0.0,0.0,"0,00",0.0,0.0,5484.99,ATIVOS,FEBRUARY,2023
CHEFE I,PROCURADORIA GERAL DO ESTADO,4201.1,2100.54,114.97,"0,00",0.0,0.0,3497.71,ATIVOS,JULY,2023
CHEFE I,DEPART.ESTRADAS RODAGEM DER,2355.54,0.0,0.0,"0,00",173.66,0.0,1169.92,ATIVOS,MAY,2023
BIOLOGISTA,FUND.PRO-SANGUE-HEMOCENTRO S.P,6357.71,0.0,0.0,"0,00",0.0,0.0,3993.87,ATIVOS,FEBRUARY,2023
OFICIAL DE APOIO METROLOGIA E,INST.PESOS MEDID.E.S.P-IPEM/SP,5995.68,0.0,0.0,"0,00",0.0,0.0,4733.69,ATIVOS,MARCH,2023
OUTROS VINCULOS,INST MED SOC CRIMINO SP- IMESC,1341.96,0.0,0.0,"0,00",0.0,0.0,1341.96,ATIVOS,JULY,2023
AGENTE ESTADUAL DE TRANSITO I,DEPT.ESTAD.TRANSITO DETRAN SP,5891.73,0.0,0.0,"0,00",0.0,0.0,3105.2,ATIVOS,APRIL,2023
AUXILIAR DE A.D.T.,FACULDADE MED. MARILIA FAMEMA,1899.52,0.0,0.0,"0,00",0.0,0.0,1716.37,ATIVOS,JULY,2023
AGENTE DE DESENV. SOCIAL,SECRETARIA DESENVOLV. SOCIAL,3676.24,0.0,0.0,"0,00",427.95,0.0,2230.15,ATIVOS,AUGUST,2023
AUX. DE MANUTENCAO (Q.ESP),SECR.DESENVOLVIMENTO ECONOMICO,2946.69,0.0,0.0,"0,00",0.0,0.0,1838.71,ATIVOS,FEBRUARY,2023
DIRETOR TECNICO II,SECRETARIA JUSTICA E CIDADANIA,6212.64,0.0,0.0,"0,00",0.0,0.0,3023.17,ATIVOS,JANUARY,2023
AGENTE PESAGEM,DERSA DESENVOLVIM.RODOV.S.A.,5575.36,0.0,0.0,"0,00",0.0,0.0,2872.69,ATIVOS,APRIL,2023
